date,amount,category,description
2026-01-29,12.5,Food & drink,Bought a sandwich,,
2026-01-30,45.0,Transit and Fuel,gas,,
2026-01-15,25.99,Media & streaming,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,Bought new shoes,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,18.0,Transit and Fuel,Taxi paid $18 for a client meeting.,,
2026-01-29,32.0,Food & drink,Lunch with a customer.,,
2026-01-29,22.0,Media & streaming,Movie ticket purchased with friends.,,
2026-01-29,48.0,Food & drink,Dinner with my family,,
2026-01-29,14.0,Food & drink,Lunch purchased for a work event; may be reimbursable.,,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends.,,
2026-01-26,12.5,Food & drink,Bought a sandwich,,
2026-01-19,12.5,Food & drink,Bought a sandwich,,
2026-01-19,8.75,Food & drink,Coffee expense from two Mondays ago,,
2026-01-05,12.5,Food & drink,Bought a sandwich on the first Monday of the month.,,
2025-12-31,25.99,Media & streaming,Movie ticket on the last day of last month,,
2025-12-31,60.0,Transit and Fuel,Gas expense on the last business day of last month (for business use),,
2026-01-28,4.5,Food & drink,coffee,,
2026-01-27,38.0,Transit and Fuel,Uber ride to the airport.,,
2026-01-23,18.0,Media & streaming,Movie ticket,,
2026-02-01,20.0,Transit and Fuel,Bus pass,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & tech,Headphones purchase,,
2026-01-29,35000.0,Misc,Car purchase,,
2026-01-29,0.99,Electronics & tech,Paid $0.99 for an app,,
2026-01-29,200.0,Apparel and Beauty,Spa treatment expense.,,
2026-01-29,50.0,Food & drink,Dinner expense,,
2026-01-29,1200.0,Electronics & tech,Compra de una laptop,,
2026-01-29,1200.0,Electronics & tech,Laptop,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-30,45.0,Transit and Fuel,Gas,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-30,45.0,Transit and Fuel,Gas,,
2026-01-15,25.99,Media & streaming,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,New shoes,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,18.0,Transit and Fuel,Taxi to client meeting,,
2026-01-29,32.0,Food & drink,Lunch with a customer,,
2026-01-29,22.0,Media & streaming,Movie ticket with friends,,
2026-01-29,48.0,Food & drink,Dinner with my family,,
2026-01-29,14.0,Food & drink,Lunch after work event (may be reimbursable),,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & drink,Sandwich,,
2026-01-19,8.75,Food & drink,Coffee,,
2026-01-05,12.5,Food & drink,Sandwich,,
2025-12-31,25.99,Media & streaming,Movie ticket,,
2025-12-31,60.0,Transit and Fuel,Gas,,
2026-01-28,4.5,Food & drink,coffee,,
2026-01-27,38.0,Transit and Fuel,Uber to the airport,,
2026-01-23,18.0,Media & streaming,Movie ticket,,
2026-02-01,20.0,Transit and Fuel,Bus pass,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & tech,Headphones,,
2026-01-29,35000.0,Misc,Car purchase,,
2026-01-29,0.99,Electronics & tech,App purchase,,
2026-01-29,200.0,Health & Fitness,Spa treatment,,
2026-01-29,50.0,Food & drink,Dinner,,
2026-01-29,1200.0,Electronics & tech,Laptop,,
2026-01-30,45.0,Transit and Fuel,Gas,,
2026-01-15,25.99,Media & streaming,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,New shoes,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,18.0,Transit and Fuel,Taxi to a client meeting,,
2026-01-29,32.0,Food & drink,Lunch with customer,,
2026-01-29,22.0,Media & streaming,Movie ticket with friends,,
2026-01-29,48.0,Food & drink,Dinner with family,,
2026-01-29,14.0,Food & drink,Lunch after work event (reimbursable unsure),,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & drink,Sandwich,,
2026-01-19,8.75,Food & drink,Coffee,,
2026-01-05,12.5,Food & drink,Sandwich,,
2025-12-31,25.99,Arts and hobbies,Movie ticket,,
2025-12-31,60.0,Transit and Fuel,Gas,,
2026-01-28,4.5,Food & drink,Coffee,,
2026-01-27,38.0,Transit and Fuel,Uber to the airport,,
2026-01-23,18.0,Media & streaming,Movie ticket,,
2026-02-01,20.0,Transit and Fuel,Bus pass,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & tech,Headphones,,
2026-01-29,35000.0,Transit and Fuel,Car purchase,,
2026-01-29,0.99,Electronics & tech,App purchase,,
2026-01-29,200.0,Health & Fitness,Spa treatment,,
2026-01-29,50.0,Food & drink,Dinner,,
2026-01-29,1200.0,Electronics & tech,Laptop,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-30,45.0,Transit and Fuel,Gas,,
2026-01-15,25.99,Arts and hobbies,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,New shoes,,
2026-01-29,1200.0,Electronics & tech,Laptop,,
2026-01-29,18.0,Transit and Fuel,Taxi to client meeting,,
2026-01-29,22.0,Media & streaming,Movie ticket with friends,,
2026-01-29,48.0,Food & drink,Dinner with my family,,
2026-01-29,14.0,Food & drink,Lunch after work event (not sure if reimbursable),,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & drink,Sandwich,,
2026-01-19,8.75,Food & drink,Coffee,,
2025-12-31,25.99,Media & streaming,Movie ticket,,
2025-12-31,60.0,Transit and Fuel,Gas,,
2026-01-28,4.5,Food & drink,Coffee,,
2026-01-27,38.0,Transit and Fuel,Uber to the airport,,
2026-01-23,18.0,Media & streaming,Movie ticket,,
2026-02-01,20.0,Transit and Fuel,Bus pass,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & tech,Headphones,,
2026-01-29,35000.0,Transit and Fuel,Car purchase,,
2026-01-29,0.99,Media & streaming,App purchase,,
2026-01-29,200.0,Health & Fitness,Spa treatment,,
2026-01-29,50.0,Food & drink,Dinner,,
2026-01-29,1200.0,Electronics & tech,Laptop,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-30,45.0,Transit and Fuel,Gas,,
2026-01-20,125.0,Apparel and Beauty,New shoes,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,18.0,Transit and Fuel,Taxi to client meeting,,
2026-01-29,32.0,Food & drink,Lunch with a customer,,
2026-01-29,22.0,Media & streaming,Movie ticket with friends,,
2026-01-29,48.0,Food & drink,Dinner with my family,,
2026-01-29,14.0,Food & drink,Lunch after work event (reimbursable unsure),,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & drink,Sandwich,,
2026-01-19,8.75,Food & drink,Coffee,,
2026-01-05,12.5,Food & drink,Sandwich,,
2025-12-31,25.99,Media & streaming,Movie ticket,,
2025-12-31,60.0,Transit and Fuel,Gas,,
2026-01-28,4.5,Food & drink,Coffee,,
2026-01-27,38.0,Transit and Fuel,Uber to the airport,,
2026-01-23,18.0,Media & streaming,Movie ticket,,
2026-02-01,20.0,Transit and Fuel,Bus pass,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & tech,Headphones,,
2026-01-29,35000.0,Misc,Car purchase,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,1200.0,Electronics & tech,Laptop,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-30,45.0,Transit and Fuel,Gas,,
2026-01-15,25.99,Media & streaming,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,New shoes,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,18.0,Transit and Fuel,Taxi to client meeting,,
2026-01-29,32.0,Food & drink,Lunch with customer,,
2026-01-29,22.0,Media & streaming,Movie ticket with friends,,
2026-01-29,48.0,Food & drink,Dinner with my family,,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & drink,Sandwich,,
2026-01-19,8.75,Food & drink,Coffee,,
2026-01-29,1200.0,Electronics & tech,Laptop,,
2026-01-05,12.5,Food & drink,Sandwich,,
2025-12-31,25.99,Media & streaming,Movie ticket,,
2025-12-31,60.0,Transit and Fuel,Gas,,
2026-01-28,4.5,Food & drink,Coffee,,
2026-01-27,38.0,Transit and Fuel,Uber to the airport,,
2026-01-23,18.0,Media & streaming,Movie ticket,,
2026-02-01,20.0,Transit and Fuel,Bus pass (planned purchase),,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2025-12-31,79.99,Electronics & tech,Headphones,,
2026-01-29,35000.0,Transit and Fuel,Car purchase,,
2026-01-29,0.99,Electronics & tech,App purchase,,
2026-01-29,200.0,Apparel and Beauty,Spa treatment,,
2026-01-29,50.0,Food & drink,Dinner,,
2026-01-29,1200.0,Electronics & tech,Compra de laptop,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-30,45.0,Transit and Fuel,Gas,,
2026-01-15,25.99,Media & streaming,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,New shoes,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,18.0,Transit and Fuel,Taxi to client meeting,,
2026-01-29,32.0,Food & drink,Lunch with a customer,,
2026-01-29,22.0,Media & streaming,Movie ticket with friends,,
2026-01-29,48.0,Food & drink,Dinner with my family,,
2026-01-29,14.0,Food & drink,Lunch after work event (not sure if reimbursable),,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-19,12.5,Food & drink,Sandwich,,
2026-01-12,8.75,Food & drink,Coffee,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-05,12.5,Food & drink,Sandwich,,
2025-12-31,25.99,Media & streaming,Movie ticket,,
2025-12-31,60.0,Transit and Fuel,Gas,,
2026-01-28,4.5,Food & drink,Coffee,,
2026-01-27,38.0,Transit and Fuel,Uber to the airport,,
2026-01-23,18.0,Media & streaming,Movie ticket,,
2026-02-01,20.0,Transit and Fuel,Bus pass,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & tech,Headphones,,
2026-01-29,35000.0,Transit and Fuel,Car purchase,,
2026-01-29,0.99,Electronics & tech,App purchase,,
2026-01-29,200.0,Health & Fitness,Spa treatment,,
2026-01-29,50.0,Food & drink,Dinner,,
2026-01-29,1200.0,Electronics & tech,Laptop,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-30,45.0,Transit and Fuel,Gas,,
2026-01-15,25.99,Media & streaming,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,New shoes,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,18.0,Transit and Fuel,Taxi to a client meeting,,
2026-01-29,32.0,Food & drink,Lunch with a customer,,
2026-01-29,22.0,Arts and hobbies,Movie ticket with friends,,
2026-01-29,48.0,Food & drink,Dinner with family,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-30,45.0,Transit and Fuel,Gas,,
2026-01-15,25.99,Arts and hobbies,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,New shoes,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,18.0,Transit and Fuel,Taxi to client meeting,,
2026-01-29,32.0,Food & drink,Lunch with customer,,
2026-01-29,22.0,Media & streaming,Movie ticket with friends,,
2026-01-29,48.0,Food & drink,Dinner with my family,,
2026-01-29,14.0,Food & drink,Lunch after work event (reimbursable?),,
2026-01-29,24.0,Food & drink,Drinks after work with coworkers and friends,,
2026-01-19,12.5,Food & drink,Sandwich,,
2026-01-19,8.75,Food & drink,Coffee,,
2026-01-05,12.5,Food & drink,Sandwich,,
2025-12-31,25.99,Media & streaming,Movie ticket,,
2025-12-31,60.0,Transit and Fuel,Gas,,
2026-01-28,4.5,Food & drink,Coffee,,
2026-01-27,38.0,Transit and Fuel,Uber to the airport,,
2026-01-23,18.0,Media & streaming,Movie ticket,,
2026-02-01,20.0,Transit and Fuel,Bus pass,,
2026-01-30,65.0,Food & drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & tech,Headphones,,
2026-01-29,35000.0,Transit and Fuel,Car purchase,,
2026-01-29,0.99,Media & streaming,App purchase,,
2026-01-29,200.0,Apparel and Beauty,Spa treatment,,
2026-01-29,50.0,Food & drink,Dinner,,
2026-01-29,1200.0,Electronics & tech,Laptop,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-30,45.0,Transit and Fuel,Gas,,
2026-01-15,25.99,Arts and hobbies,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,New shoes,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,18.0,Transit and Fuel,Taxi to client meeting,,
2026-01-29,32.0,Food & drink,Lunch with a customer,,
2026-01-29,22.0,Arts and hobbies,Movie ticket with friends,,
2026-01-29,48.0,Food & drink,Dinner with my family,,
2026-01-29,14.0,Food & drink,Lunch after work event (not sure if reimbursable),,
2026-01-19,12.5,Food & drink,Sandwich,,
2026-01-19,8.75,Food & drink,Coffee,,
2026-01-05,12.5,Food & drink,Sandwich,,
2025-12-31,25.99,Media & streaming,Movie ticket,,
2025-12-31,60.0,Transit and Fuel,Gas,,
2026-01-28,4.5,Food & drink,Coffee,,
2026-01-27,38.0,Transit and Fuel,Uber to the airport,,
2026-01-23,18.0,Media & streaming,Movie ticket,,
2026-02-01,20.0,Transit and Fuel,Bus pass,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & tech,Headphones,,
2026-01-29,35000.0,Transit and Fuel,Car purchase,,
2026-01-29,0.99,Electronics & tech,App purchase,,
2026-01-29,200.0,Apparel and Beauty,Spa treatment,,
2026-01-29,50.0,Food & drink,Dinner,,
2026-01-29,1200.0,Electronics & tech,Compra de laptop,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-30,45.0,Transit and Fuel,Gas,,
2026-01-15,25.99,Arts and hobbies,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,New shoes,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & tech,Headphones,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2026-01-29,12.5,Food & drink,Sandwich,,
2025-12-31,79.99,Electronics & tech,Headphones,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & tech,Headphones,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,65.0,Food & drink,Instacart grocery delivery,,
2025-12-31,79.99,Electronics & tech,Headphones,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,1200.0,Electronics & tech,Laptop,,
2026-01-29,1200.0,Electronics & tech,Laptop,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,1200.0,Electronics & tech,Bought a laptop,,
2026-01-29,1200.0,Electronics & tech,Laptop,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,1200.0,Electronics & tech,Laptop,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,1200.0,Electronics & tech,Laptop,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,1200.0,Electronics & tech,Laptop,,
2026-01-29,1200.0,Electronics & tech,Laptop purchase,,
2026-01-29,1200.0,Electronics & tech,Laptop,,
2026-01-29,1200.0,Electronics & tech,Laptop,,
2026-01-29,12.5,Food,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,unknown
2026-01-29,12.5,Food,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,unknown
2026-01-29,12.5,Food,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,unknown
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-29,12.5,Food & drink,Sandwich,,
2026-01-30,15.0,Food & drink,Lunch,,
2026-01-30,12.5,Food,Sandwich,,
2026-01-30,12.5,Food & drink,Sandwich,,
2026-01-30,12.5,Food & drink,Sandwich,,
2026-01-30,1200.0,Electronics & tech,Laptop,,
2026-01-30,1200.0,Electronics,Laptop,,
2026-01-30,12.5,Food,Sandwich,,
2026-01-30,1200.0,Electronics & tech,Laptop,,
2026-01-30,1200.0,Electronics & tech,Laptop,,
2026-01-30,12.5,Food & drink,Sandwich,,
2026-01-30,1200.0,Electronics & tech,Laptop,,
2026-01-30,1200.0,Electronics & tech,Laptop,,
2026-01-30,1200.0,Electronics & tech,Laptop,,
2026-01-30,12.5,Food & drink,Sandwich,,
2026-01-30,1200.0,Electronics & tech,Laptop,,
2026-01-30,1200.0,Electronics & tech,Laptop,,
2026-01-30,12.5,Food & drink,Sandwich,,
2026-01-30,1200.0,Electronics & tech,Laptop,,false
2026-01-30,12.5,Food & drink,Sandwich,,
2026-01-30,12.5,Food & drink,Sandwich,,
2026-01-30,10.0,Food & drink,Food expense,,
2026-01-30,1200.0,Electronics & tech,Laptop,,unknown
2026-01-30,12.5,Food & drink,sandwich,,
2026-01-30,12.5,Food & drink,Sandwich,,
2026-01-30,12.5,Food,Sandwich,,
2026-01-30,12.5,Food & drink,Sandwich,,
2026-01-30,12.5,Food,Sandwich,,
2026-01-30,12.5,Food & drink,Sandwich,,
2026-01-30,12.5,Food & drink,Sandwich,,
2026-01-30,12.5,Food & drink,Sandwich,,
2026-01-30,12.5,Food & drink,Sandwich,,
2026-01-30,12.5,Food & drink,Sandwich,,
2026-01-30,12.5,Food & drink,Sandwich,,
2026-01-30,12.5,Food & drink,Sandwich,,
2026-01-30,12.5,Food & drink,Sandwich,,
2026-01-30,12.5,Food & drink,Sandwich,,
2026-01-30,12.5,Food & drink,Sandwich,,false
2026-02-02,12.5,Food & drink,Sandwich,,
2026-02-02,45.0,Transit and Fuel,Gas,,
2026-01-15,25.99,Media & streaming,Movie ticket,,
2026-01-20,125.0,Apparel and Beauty,new shoes,,
2026-02-02,1200.0,Electronics & tech,Laptop,,
2026-02-02,18.0,Transit and Fuel,Taxi to client meeting,,
2026-02-02,32.0,Food & drink,Lunch with a customer,,
2026-02-02,22.0,Media & streaming,Movie ticket,,
2026-02-02,48.0,Food & drink,Dinner with family,,
2026-02-02,24.0,Food & drink,Drinks after work with coworkers and friends,,
2026-02-02,12.5,Food & drink,Sandwich,,
2026-01-26,8.75,Food & drink,Coffee,,
2026-02-02,12.5,Food & drink,Sandwich,,
2026-01-31,25.99,Media & streaming,movie ticket,,
2026-01-30,60.0,Transit and Fuel,Gas,,
2026-02-01,4.5,Food & drink,Coffee,,
2026-01-31,38.0,Transit and Fuel,Uber to airport,,
2026-01-31,18.0,Media & streaming,Movie ticket,,
2026-02-05,20.0,Transit and Fuel,Bus pass,,
2026-02-02,65.0,Food & drink,Instacart grocery delivery,,
2026-01-31,79.99,Electronics & tech,Headphones,,
2026-02-02,35000.0,Transit and Fuel,Car purchase,,
2026-02-02,0.99,Electronics & tech,App purchase,,
2026-02-02,200.0,Health & Fitness,Spa treatment,,
2026-02-02,50.0,Food & drink,Dinner,,
2026-02-02,1200.0,Electronics & tech,Laptop,,
2026-02-01,12.5,Food & drink,Sandwich
2026-01-26,12.5,Food & drink,Sandwich
2026-01-19,8.75,Food & drink,Coffee
2026-02-02,12.5,Food & drink,Sandwich
2026-01-31,25.99,Media & streaming,Movie ticket
2026-01-30,60.0,Transit and Fuel,Gas
2026-01-31,4.5,Food & drink,Coffee
2026-01-30,38.0,Transit and Fuel,Uber to the airport
2026-01-30,18.0,Media & streaming,Movie ticket
2026-02-04,20.0,Transit and Fuel,Bus pass
2026-02-01,65.0,Food & drink,Instacart grocery delivery
2026-01-31,79.99,Electronics & tech,Headphones
2026-02-01,35000.0,Transit and Fuel,Bought a car
2026-02-01,0.99,Media & streaming,App purchase
2026-02-01,200.0,Apparel and Beauty,Spa treatment
2026-02-01,50.0,Food & drink,Dinner
2026-02-01,1200.0,Electronics & tech,Compra de laptop
2026-02-01,12.5,Food & drink,Sandwich
2026-01-26,12.5,Food & drink,Sandwich
2026-01-19,8.75,Food & drink,Coffee
2026-02-02,12.5,Food & drink,Sandwich
2026-01-31,25.99,Arts and hobbies,Movie ticket
2026-01-30,60.0,Transit and Fuel,Gas
2026-01-31,4.5,Food & drink,Coffee
2026-01-30,38.0,Transit and Fuel,Uber to the airport
2026-01-30,18.0,Media & streaming,Movie ticket
2026-02-04,20.0,Transit and Fuel,Bus pass
2026-02-01,65.0,Food & drink,Instacart grocery delivery
2026-01-31,79.99,Electronics & tech,Headphones
2026-02-01,35000.0,Transit and Fuel,Car purchase (USD)
2026-02-01,0.99,Media & streaming,App purchase
2026-02-01,200.0,Apparel and Beauty,Spa treatment
2026-02-01,50.0,Food & drink,Dinner
2026-02-01,1200.0,Electronics & tech,Compra de laptop
2026-02-01,12.5,Food & drink,Sandwich
2026-01-26,12.5,Food & drink,Sandwich
2026-01-19,8.75,Food & drink,Coffee
2026-02-02,12.5,Food & drink,Sandwich
2026-01-31,25.99,Media & streaming,Movie ticket
2026-01-30,60.0,Transit and Fuel,Gas
2026-01-31,4.5,Food & drink,Coffee
2026-01-30,38.0,Transit and Fuel,Uber to the airport
2026-01-30,18.0,Media & streaming,Movie ticket
2026-02-04,20.0,Transit and Fuel,Bus pass
2026-02-01,65.0,Food & drink,Instacart grocery delivery
2026-01-31,79.99,Electronics & tech,Headphones
2026-02-01,35000.0,Transit and Fuel,"Bought a car (USD 35,000)"
2026-02-01,0.99,Media & streaming,App purchase
2026-02-01,200.0,Apparel and Beauty,Spa treatment
2026-02-01,50.0,Food & drink,Dinner
2026-02-01,1200.0,Electronics & tech,Compra de laptop
2026-02-01,12.5,Food & drink,Sandwich
2026-01-26,12.5,Food & drink,Sandwich
2026-01-19,8.75,Food & drink,Coffee
2026-02-02,12.5,Food & drink,Sandwich
2026-01-31,25.99,Media & streaming,Movie ticket
2026-01-30,60.0,Transit and Fuel,Gas
2026-01-31,4.5,Food & drink,Coffee
2026-01-30,38.0,Transit and Fuel,Uber ride to the airport
2026-01-30,18.0,Media & streaming,Movie ticket
2026-02-04,20.0,Transit and Fuel,Bus pass
2026-02-01,65.0,Food & drink,Instacart grocery delivery
2026-01-31,79.99,Electronics & tech,Headphones
2026-02-01,35000.0,Misc,Bought a car
2026-02-01,0.99,Electronics & tech,App purchase
2026-02-01,200.0,Apparel and Beauty,Spa treatment
2026-02-01,50.0,Food & drink,Dinner
2026-02-01,1200.0,Electronics & tech,Compra de una laptop
2026-02-01,12.5,Food & drink,Sandwich
2026-01-26,12.5,Food & drink,Sandwich
2026-01-19,8.75,Food & drink,Coffee
2026-02-02,12.5,Food & drink,Sandwich
2026-01-31,25.99,Arts and hobbies,Movie ticket
2026-01-30,60.0,Transit and Fuel,Gas
2026-01-31,4.5,Food & drink,Coffee
2026-01-30,38.0,Transit and Fuel,Uber to the airport
2026-01-30,18.0,Media & streaming,Movie ticket
2026-02-04,20.0,Transit and Fuel,Bus pass
2026-02-01,65.0,Food & drink,Instacart grocery delivery
2026-01-31,79.99,Electronics & tech,Headphones
2026-02-01,35000.0,Transit and Fuel,Bought a car
2026-02-01,0.99,Media & streaming,App purchase
2026-02-01,200.0,Apparel and Beauty,Spa treatment
2026-02-01,50.0,Food & drink,Dinner
2026-02-01,1200.0,Electronics & tech,Compra de laptop
2026-02-01,12.5,Food & drink,Sandwich
2026-01-26,12.5,Food & drink,Sandwich
2026-01-19,8.75,Food & drink,Coffee
2026-02-02,12.5,Food & drink,Sandwich
2026-01-31,25.99,Media & streaming,Movie ticket
2026-01-30,60.0,Transit and Fuel,Gas
2026-01-31,4.5,Food & drink,Coffee
2026-01-30,38.0,Transit and Fuel,Uber to the airport
2026-01-30,18.0,Media & streaming,Movie ticket
2026-02-04,20.0,Transit and Fuel,Bus pass
2026-02-01,65.0,Food & drink,Instacart grocery delivery
2026-01-31,79.99,Electronics & tech,Headphones
2026-02-01,35000.0,Transit and Fuel,Bought a car
2026-02-01,0.99,Media & streaming,App purchase
2026-02-01,200.0,Apparel and Beauty,Spa treatment
2026-02-01,50.0,Food & drink,Dinner
2026-02-01,1200.0,Electronics & tech,Compra de laptop
2026-02-01,12.5,Food & drink,Sandwich
2026-01-26,12.5,Food & drink,Sandwich
2026-01-19,8.75,Food & drink,Coffee
2026-02-02,12.5,Food & drink,Sandwich
2026-01-31,25.99,Arts and hobbies,Movie ticket
2026-01-30,60.0,Transit and Fuel,Gas
2026-01-31,4.5,Food & drink,Coffee
2026-01-30,38.0,Transit and Fuel,Uber ride to the airport
2026-01-30,18.0,Arts and hobbies,Movie ticket
2026-02-04,20.0,Transit and Fuel,Bus pass
2026-02-01,65.0,Food & drink,Instacart grocery delivery
2026-01-31,79.99,Electronics & tech,Headphones
2026-02-01,35000.0,Transit and Fuel,Car purchase
